order_date;product;units_ordered;festivo;weight
2014-09-07;postre de fresas y mascarpone;73.0;0.0;0.0
2014-09-07;tarta de manzana;27.0;0.0;0.0
2014-09-07;tarta opera;0.0;0.0;0.0
2014-09-07;tortel;188.0;0.0;0.0
2014-09-08;baguette;90.0;0.0;0.0
2014-09-08;croissant petit;63.0;0.0;0.0
2014-09-08;croissant simple;148.0;0.0;0.0
2014-09-08;milhojas frambuesa;6.0;0.0;0.0
2014-09-08;mousse tres chocolates;0.0;0.0;0.0
2014-09-08;palmera chocolate;35.0;0.0;0.0
2014-09-08;postre de fresas y mascarpone;66.0;0.0;0.0
2014-09-08;tarta de manzana;11.0;0.0;0.0
2014-09-08;tarta opera;0.0;0.0;0.0
2014-09-08;tortel;198.0;0.0;0.0
2014-09-09;baguette;95.0;0.0;0.0
2014-09-09;croissant petit;62.0;0.0;0.0
2014-09-09;croissant simple;132.0;0.0;0.0
2014-09-09;milhojas frambuesa;4.0;0.0;0.0
2014-09-09;mousse tres chocolates;0.0;0.0;0.0
2014-09-09;palmera chocolate;27.0;0.0;0.0
2014-09-09;postre de fresas y mascarpone;60.0;0.0;0.0
2014-09-09;tarta de manzana;11.0;0.0;0.0
2014-09-09;tarta opera;0.0;0.0;0.0
2014-09-09;tortel;193.0;0.0;0.0
2014-09-10;baguette;91.0;0.0;0.0
2014-09-10;croissant petit;69.0;0.0;0.0
2014-09-10;croissant simple;169.0;0.0;0.0
2014-09-10;milhojas frambuesa;7.0;0.0;0.0
2014-09-10;mousse tres chocolates;0.0;0.0;0.0
2014-09-10;palmera chocolate;30.0;0.0;0.0
2014-09-10;postre de fresas y mascarpone;57.0;0.0;0.0
2014-09-10;tarta de manzana;12.0;0.0;0.0
2014-09-10;tarta opera;0.0;0.0;0.0
2014-09-10;tortel;196.0;0.0;0.0
2014-09-11;baguette;95.0;0.0;0.0
2014-09-11;croissant petit;61.0;0.0;0.0
2014-09-11;croissant simple;182.0;0.0;0.0
2014-09-11;milhojas frambuesa;6.0;0.0;0.0
2014-09-11;mousse tres chocolates;1.0;0.0;0.0
2014-09-11;palmera chocolate;32.0;0.0;0.0
2014-09-11;postre de fresas y mascarpone;62.0;0.0;0.0
2014-09-11;tarta de manzana;12.0;0.0;0.0
2014-09-11;tarta opera;0.0;0.0;0.0
2014-09-11;tortel;179.0;0.0;0.0
2014-09-12;baguette;108.0;0.0;0.0
2014-09-12;croissant petit;62.0;0.0;0.0
2014-09-12;croissant simple;190.0;0.0;0.0
2014-09-12;milhojas frambuesa;10.0;0.0;0.0
2014-09-12;mousse tres chocolates;0.0;0.0;0.0
2014-09-12;palmera chocolate;38.0;0.0;0.0
2014-09-12;postre de fresas y mascarpone;74.0;0.0;0.0
2014-09-12;tarta de manzana;12.0;0.0;0.0
2014-09-12;tarta opera;0.0;0.0;0.0
2014-09-12;tortel;247.0;0.0;0.0
2014-09-13;baguette;175.0;0.0;8.0
2014-09-13;croissant petit;45.0;0.0;8.0
2014-09-13;croissant simple;178.0;0.0;8.0
2014-09-13;milhojas frambuesa;28.0;0.0;8.0
2014-09-13;mousse tres chocolates;0.0;0.0;8.0
2014-09-13;palmera chocolate;43.0;0.0;8.0
2014-09-13;postre de fresas y mascarpone;85.0;0.0;8.0
2014-09-13;tarta de manzana;27.0;0.0;8.0
2014-09-13;tarta opera;0.0;0.0;8.0
2014-09-13;tortel;226.0;0.0;8.0
2014-09-14;baguette;181.0;0.0;2.0
2014-09-14;croissant petit;64.0;0.0;2.0
2014-09-14;croissant simple;173.0;0.0;2.0
2014-09-14;milhojas frambuesa;25.0;0.0;2.0
2014-09-14;mousse tres chocolates;0.0;0.0;2.0
2014-09-14;palmera chocolate;44.0;0.0;2.0
2014-09-14;postre de fresas y mascarpone;81.0;0.0;2.0
2014-09-14;tarta de manzana;26.0;0.0;2.0
2014-09-14;tarta opera;0.0;0.0;2.0
2014-09-14;tortel;228.0;0.0;2.0
2014-09-15;baguette;91.0;0.0;0.0
2014-09-15;croissant petit;67.0;0.0;0.0
2014-09-15;croissant simple;179.0;0.0;0.0
2014-09-15;milhojas frambuesa;8.0;0.0;0.0
2014-09-15;mousse tres chocolates;0.0;0.0;0.0
2014-09-15;palmera chocolate;32.0;0.0;0.0
2014-09-15;postre de fresas y mascarpone;66.0;0.0;0.0
2014-09-15;tarta de manzana;11.0;0.0;0.0
2014-09-15;tarta opera;0.0;0.0;0.0
2014-09-15;tortel;205.0;0.0;0.0
2014-09-16;baguette;99.0;0.0;0.0
2014-09-16;croissant petit;65.0;0.0;0.0
2014-09-16;croissant simple;161.0;0.0;0.0
2014-09-16;milhojas frambuesa;7.0;0.0;0.0
2014-09-16;mousse tres chocolates;0.0;0.0;0.0
2014-09-16;palmera chocolate;35.0;0.0;0.0
2014-09-16;postre de fresas y mascarpone;56.0;0.0;0.0
2014-09-16;tarta de manzana;11.0;0.0;0.0
2014-09-16;tarta opera;0.0;0.0;0.0
2014-09-16;tortel;207.0;0.0;0.0
2014-09-17;baguette;101.0;0.0;0.0
2014-09-17;croissant petit;62.0;0.0;0.0
2014-09-17;croissant simple;121.0;0.0;0.0
2014-09-17;milhojas frambuesa;8.0;0.0;0.0
2014-09-17;mousse tres chocolates;1.0;0.0;0.0
2014-09-17;palmera chocolate;36.0;0.0;0.0
2014-09-17;postre de fresas y mascarpone;70.0;0.0;0.0
2014-09-17;tarta de manzana;12.0;0.0;0.0
2014-09-17;tarta opera;0.0;0.0;0.0
2014-09-17;tortel;178.0;0.0;0.0
2014-09-18;baguette;105.0;0.0;0.0
2014-09-18;croissant petit;69.0;0.0;0.0
2014-09-18;croissant simple;171.0;0.0;0.0
2014-09-18;milhojas frambuesa;7.0;0.0;0.0
2014-09-18;mousse tres chocolates;0.0;0.0;0.0
2014-09-18;palmera chocolate;37.0;0.0;0.0
2014-09-18;postre de fresas y mascarpone;73.0;0.0;0.0
2014-09-18;tarta de manzana;12.0;0.0;0.0
2014-09-18;tarta opera;1.0;0.0;0.0
2014-09-18;tortel;242.0;0.0;0.0
2014-09-19;baguette;117.0;0.0;0.0
2014-09-19;croissant petit;61.0;0.0;0.0
2014-09-19;croissant simple;178.0;0.0;0.0
2014-09-19;milhojas frambuesa;10.0;0.0;0.0
2014-09-19;mousse tres chocolates;0.0;0.0;0.0
2014-09-19;palmera chocolate;47.0;0.0;0.0
2014-09-19;postre de fresas y mascarpone;69.0;0.0;0.0
2014-09-19;tarta de manzana;11.0;0.0;0.0
2014-09-19;tarta opera;0.0;0.0;0.0
2014-09-19;tortel;261.0;0.0;0.0
2014-09-20;baguette;176.0;0.0;8.0
2014-09-20;croissant petit;44.0;0.0;8.0
2014-09-20;croissant simple;179.0;0.0;8.0
2014-09-20;milhojas frambuesa;30.0;0.0;8.0
2014-09-20;mousse tres chocolates;2.0;0.0;8.0
2014-09-20;palmera chocolate;55.0;0.0;8.0
2014-09-20;postre de fresas y mascarpone;99.0;0.0;8.0
2014-09-20;tarta de manzana;27.0;0.0;8.0
2014-09-20;tarta opera;0.0;0.0;8.0
2014-09-20;tortel;246.0;0.0;8.0
2014-09-21;baguette;213.0;0.0;1.0
2014-09-21;croissant petit;54.0;0.0;1.0
2014-09-21;croissant simple;172.0;0.0;1.0
2014-09-21;milhojas frambuesa;29.0;0.0;1.0
2014-09-21;mousse tres chocolates;2.0;0.0;1.0
2014-09-21;palmera chocolate;52.0;0.0;1.0
2014-09-21;postre de fresas y mascarpone;75.0;0.0;1.0
2014-09-21;tarta de manzana;30.0;0.0;1.0
2014-09-21;tarta opera;0.0;0.0;1.0
2014-09-21;tortel;206.0;0.0;1.0
2014-09-22;baguette;102.0;0.0;1.0
2014-09-22;croissant petit;65.0;0.0;1.0
2014-09-22;croissant simple;167.0;0.0;1.0
2014-09-22;milhojas frambuesa;6.0;0.0;1.0
2014-09-22;mousse tres chocolates;0.0;0.0;1.0
2014-09-22;palmera chocolate;37.0;0.0;1.0
2014-09-22;postre de fresas y mascarpone;67.0;0.0;1.0
2014-09-22;tarta de manzana;12.0;0.0;1.0
2014-09-22;tarta opera;0.0;0.0;1.0
2014-09-22;tortel;197.0;0.0;1.0
2014-09-23;baguette;99.0;0.0;5.0
2014-09-23;croissant petit;59.0;0.0;5.0
2014-09-23;croissant simple;161.0;0.0;5.0
2014-09-23;milhojas frambuesa;6.0;0.0;5.0
2014-09-23;mousse tres chocolates;0.0;0.0;5.0
2014-09-23;palmera chocolate;33.0;0.0;5.0
2014-09-23;postre de fresas y mascarpone;69.0;0.0;5.0
2014-09-23;tarta de manzana;11.0;0.0;5.0
2014-09-23;tarta opera;0.0;0.0;5.0
2014-09-23;tortel;221.0;0.0;5.0
2014-09-24;baguette;93.0;0.0;4.0
2014-09-24;croissant petit;56.0;0.0;4.0
2014-09-24;croissant simple;165.0;0.0;4.0
2014-09-24;milhojas frambuesa;6.0;0.0;4.0
2014-09-24;mousse tres chocolates;0.0;0.0;4.0
2014-09-24;palmera chocolate;34.0;0.0;4.0
2014-09-24;postre de fresas y mascarpone;79.0;0.0;4.0
2014-09-24;tarta de manzana;13.0;0.0;4.0
2014-09-24;tarta opera;0.0;0.0;4.0
2014-09-24;tortel;194.0;0.0;4.0
2014-09-25;baguette;95.0;0.0;1.0
2014-09-25;croissant petit;63.0;0.0;1.0
2014-09-25;croissant simple;169.0;0.0;1.0
2014-09-25;milhojas frambuesa;7.0;0.0;1.0
2014-09-25;mousse tres chocolates;0.0;0.0;1.0
2014-09-25;palmera chocolate;43.0;0.0;1.0
2014-09-25;postre de fresas y mascarpone;71.0;0.0;1.0
2014-09-25;tarta de manzana;13.0;0.0;1.0
2014-09-25;tarta opera;0.0;0.0;1.0
2014-09-25;tortel;240.0;0.0;1.0
2014-09-26;baguette;115.0;0.0;0.0
2014-09-26;croissant petit;63.0;0.0;0.0
2014-09-26;croissant simple;205.0;0.0;0.0
2014-09-26;milhojas frambuesa;13.0;0.0;0.0
2014-09-26;mousse tres chocolates;0.0;0.0;0.0
2014-09-26;palmera chocolate;45.0;0.0;0.0
2014-09-26;postre de fresas y mascarpone;73.0;0.0;0.0
2014-09-26;tarta de manzana;15.0;0.0;0.0
2014-09-26;tarta opera;0.0;0.0;0.0
2014-09-26;tortel;262.0;0.0;0.0
2014-09-27;baguette;189.0;0.0;9.0
2014-09-27;croissant petit;59.0;0.0;9.0
2014-09-27;croissant simple;214.0;0.0;9.0
2014-09-27;milhojas frambuesa;27.0;0.0;9.0
2014-09-27;mousse tres chocolates;0.0;0.0;9.0
2014-09-27;palmera chocolate;60.0;0.0;9.0
2014-09-27;postre de fresas y mascarpone;94.0;0.0;9.0
2014-09-27;tarta de manzana;25.0;0.0;9.0
2014-09-27;tarta opera;0.0;0.0;9.0
2014-09-27;tortel;270.0;0.0;9.0
2014-09-28;baguette;198.0;0.0;1.0
2014-09-28;croissant petit;55.0;0.0;1.0
2014-09-28;croissant simple;165.0;0.0;1.0
2014-09-28;milhojas frambuesa;30.0;0.0;1.0
2014-09-28;mousse tres chocolates;0.0;0.0;1.0
2014-09-28;palmera chocolate;68.0;0.0;1.0
2014-09-28;postre de fresas y mascarpone;83.0;0.0;1.0
2014-09-28;tarta de manzana;26.0;0.0;1.0
2014-09-28;tarta opera;0.0;0.0;1.0
2014-09-28;tortel;245.0;0.0;1.0
2014-09-29;baguette;94.0;0.0;0.0
2014-09-29;croissant petit;70.0;0.0;0.0
2014-09-29;croissant simple;173.0;0.0;0.0
2014-09-29;milhojas frambuesa;6.0;0.0;0.0
2014-09-29;mousse tres chocolates;1.0;0.0;0.0
2014-09-29;palmera chocolate;37.0;0.0;0.0
2014-09-29;postre de fresas y mascarpone;77.0;0.0;0.0
2014-09-29;tarta de manzana;12.0;0.0;0.0
2014-09-29;tarta opera;0.0;0.0;0.0
2014-09-29;tortel;232.0;0.0;0.0
2014-09-30;baguette;96.0;0.0;0.0
2014-09-30;croissant petit;59.0;0.0;0.0
2014-09-30;croissant simple;167.0;0.0;0.0
2014-09-30;milhojas frambuesa;9.0;0.0;0.0
2014-09-30;mousse tres chocolates;1.0;0.0;0.0
2014-09-30;palmera chocolate;39.0;0.0;0.0
2014-09-30;postre de fresas y mascarpone;81.0;0.0;0.0
2014-09-30;tarta de manzana;11.0;0.0;0.0
2014-09-30;tarta opera;0.0;0.0;0.0
2014-09-30;tortel;222.0;0.0;0.0
2014-10-01;baguette;99.0;0.0;0.0
2014-10-01;croissant petit;70.0;0.0;0.0
2014-10-01;croissant simple;170.0;0.0;0.0
2014-10-01;milhojas frambuesa;7.0;0.0;0.0
2014-10-01;mousse tres chocolates;0.0;0.0;0.0
2014-10-01;palmera chocolate;43.0;0.0;0.0
2014-10-01;postre de fresas y mascarpone;82.0;0.0;0.0
2014-10-01;tarta de manzana;11.0;0.0;0.0
2014-10-01;tarta opera;0.0;0.0;0.0
2014-10-01;tortel;224.0;0.0;0.0
2014-10-02;baguette;98.0;0.0;0.0
2014-10-02;croissant petit;81.0;0.0;0.0
2014-10-02;croissant simple;174.0;0.0;0.0
2014-10-02;milhojas frambuesa;7.0;0.0;0.0
2014-10-02;mousse tres chocolates;0.0;0.0;0.0
2014-10-02;palmera chocolate;44.0;0.0;0.0
2014-10-02;postre de fresas y mascarpone;87.0;0.0;0.0
2014-10-02;tarta de manzana;11.0;0.0;0.0
2014-10-02;tarta opera;0.0;0.0;0.0
2014-10-02;tortel;245.0;0.0;0.0
2014-10-03;baguette;117.0;0.0;1.0
2014-10-03;croissant petit;63.0;0.0;1.0
2014-10-03;croissant simple;196.0;0.0;1.0
2014-10-03;milhojas frambuesa;11.0;0.0;1.0
2014-10-03;mousse tres chocolates;0.0;0.0;1.0
2014-10-03;palmera chocolate;55.0;0.0;1.0
2014-10-03;postre de fresas y mascarpone;89.0;0.0;1.0
2014-10-03;tarta de manzana;13.0;0.0;1.0
2014-10-03;tarta opera;0.0;0.0;1.0
2014-10-03;tortel;295.0;0.0;1.0
2014-10-04;baguette;186.0;0.0;4.0
2014-10-04;croissant petit;51.0;0.0;4.0
2014-10-04;croissant simple;194.0;0.0;4.0
2014-10-04;milhojas frambuesa;30.0;0.0;4.0
2014-10-04;mousse tres chocolates;3.0;0.0;4.0
2014-10-04;palmera chocolate;64.0;0.0;4.0
2014-10-04;postre de fresas y mascarpone;94.0;0.0;4.0
2014-10-04;tarta de manzana;26.0;0.0;4.0
2014-10-04;tarta opera;0.0;0.0;4.0
2014-10-04;tortel;312.0;0.0;4.0
2014-10-05;baguette;214.0;0.0;5.0
2014-10-05;croissant petit;50.0;0.0;5.0
2014-10-05;croissant simple;162.0;0.0;5.0
2014-10-05;milhojas frambuesa;30.0;0.0;5.0
2014-10-05;mousse tres chocolates;0.0;0.0;5.0
2014-10-05;palmera chocolate;69.0;0.0;5.0
2014-10-05;postre de fresas y mascarpone;85.0;0.0;5.0
2014-10-05;tarta de manzana;30.0;0.0;5.0
2014-10-05;tarta opera;1.0;0.0;5.0
2014-10-05;tortel;241.0;0.0;5.0
2014-10-06;baguette;92.0;0.0;0.0
2014-10-06;croissant petit;69.0;0.0;0.0
2014-10-06;croissant simple;180.0;0.0;0.0
2014-10-06;milhojas frambuesa;5.0;0.0;0.0
2014-10-06;mousse tres chocolates;0.0;0.0;0.0
2014-10-06;palmera chocolate;35.0;0.0;0.0
2014-10-06;postre de fresas y mascarpone;82.0;0.0;0.0
2014-10-06;tarta de manzana;11.0;0.0;0.0
2014-10-06;tarta opera;0.0;0.0;0.0
2014-10-06;tortel;231.0;0.0;0.0
2014-10-07;baguette;99.0;0.0;0.0
2014-10-07;croissant petit;66.0;0.0;0.0
2014-10-07;croissant simple;177.0;0.0;0.0
2014-10-07;milhojas frambuesa;7.0;0.0;0.0
2014-10-07;mousse tres chocolates;1.0;0.0;0.0
2014-10-07;palmera chocolate;56.0;0.0;0.0
2014-10-07;postre de fresas y mascarpone;81.0;0.0;0.0
2014-10-07;tarta de manzana;11.0;0.0;0.0
2014-10-07;tarta opera;0.0;0.0;0.0
2014-10-07;tortel;196.0;0.0;0.0
2014-10-08;baguette;95.0;0.0;0.0
2014-10-08;croissant petit;68.0;0.0;0.0
2014-10-08;croissant simple;165.0;0.0;0.0
2014-10-08;milhojas frambuesa;7.0;0.0;0.0
2014-10-08;mousse tres chocolates;0.0;0.0;0.0
2014-10-08;palmera chocolate;47.0;0.0;0.0
2014-10-08;postre de fresas y mascarpone;82.0;0.0;0.0
2014-10-08;tarta de manzana;11.0;0.0;0.0
2014-10-08;tarta opera;0.0;0.0;0.0
2014-10-08;tortel;211.0;0.0;0.0
2014-10-09;baguette;102.0;0.0;0.0
2014-10-09;croissant petit;64.0;0.0;0.0
2014-10-09;croissant simple;175.0;0.0;0.0
2014-10-09;milhojas frambuesa;7.0;0.0;0.0
2014-10-09;mousse tres chocolates;0.0;0.0;0.0
2014-10-09;palmera chocolate;51.0;0.0;0.0
2014-10-09;postre de fresas y mascarpone;83.0;0.0;0.0
2014-10-09;tarta de manzana;11.0;0.0;0.0
2014-10-09;tarta opera;0.0;0.0;0.0
2014-10-09;tortel;193.0;0.0;0.0
2014-10-10;baguette;117.0;0.0;0.0
2014-10-10;croissant petit;65.0;0.0;0.0
2014-10-10;croissant simple;178.0;0.0;0.0
2014-10-10;milhojas frambuesa;13.0;0.0;0.0
2014-10-10;mousse tres chocolates;1.0;0.0;0.0
2014-10-10;palmera chocolate;50.0;0.0;0.0
2014-10-10;postre de fresas y mascarpone;96.0;0.0;0.0
2014-10-10;tarta de manzana;13.0;0.0;0.0
2014-10-10;tarta opera;0.0;0.0;0.0
2014-10-10;tortel;318.0;0.0;0.0
2014-10-11;baguette;202.0;1.0;0.0
2014-10-11;croissant petit;52.0;1.0;0.0
2014-10-11;croissant simple;214.0;1.0;0.0
2014-10-11;milhojas frambuesa;30.0;1.0;0.0
2014-10-11;mousse tres chocolates;1.0;1.0;0.0
2014-10-11;palmera chocolate;72.0;1.0;0.0
2014-10-11;postre de fresas y mascarpone;90.0;1.0;0.0
2014-10-11;tarta de manzana;26.0;1.0;0.0
2014-10-11;tarta opera;1.0;1.0;0.0
2014-10-11;tortel;339.0;1.0;0.0
2014-10-12;baguette;244.0;0.0;0.0
2014-10-12;croissant petit;57.0;0.0;0.0
2014-10-12;croissant simple;211.0;0.0;0.0
2014-10-12;milhojas frambuesa;37.0;0.0;0.0
2014-10-12;mousse tres chocolates;0.0;0.0;0.0
2014-10-12;palmera chocolate;82.0;0.0;0.0
2014-10-12;postre de fresas y mascarpone;101.0;0.0;0.0
2014-10-12;tarta de manzana;36.0;0.0;0.0
2014-10-12;tarta opera;0.0;0.0;0.0
2014-10-12;tortel;286.0;0.0;0.0
2014-10-13;baguette;91.0;0.0;0.0
2014-10-13;croissant petit;58.0;0.0;0.0
2014-10-13;croissant simple;170.0;0.0;0.0
2014-10-13;milhojas frambuesa;5.0;0.0;0.0
2014-10-13;mousse tres chocolates;0.0;0.0;0.0
2014-10-13;palmera chocolate;42.0;0.0;0.0
2014-10-13;postre de fresas y mascarpone;73.0;0.0;0.0
2014-10-13;tarta de manzana;12.0;0.0;0.0
2014-10-13;tarta opera;3.0;0.0;0.0
2014-10-13;tortel;213.0;0.0;0.0
2014-10-14;baguette;96.0;0.0;0.0
2014-10-14;croissant petit;55.0;0.0;0.0
2014-10-14;croissant simple;176.0;0.0;0.0
2014-10-14;milhojas frambuesa;6.0;0.0;0.0
2014-10-14;mousse tres chocolates;1.0;0.0;0.0
2014-10-14;palmera chocolate;36.0;0.0;0.0
2014-10-14;postre de fresas y mascarpone;75.0;0.0;0.0
2014-10-14;tarta de manzana;11.0;0.0;0.0
2014-10-14;tarta opera;0.0;0.0;0.0
2014-10-14;tortel;237.0;0.0;0.0
2014-10-15;baguette;99.0;0.0;0.0
2014-10-15;croissant petit;73.0;0.0;0.0
2014-10-15;croissant simple;167.0;0.0;0.0
2014-10-15;milhojas frambuesa;6.0;0.0;0.0
2014-10-15;mousse tres chocolates;0.0;0.0;0.0
2014-10-15;palmera chocolate;52.0;0.0;0.0
2014-10-15;postre de fresas y mascarpone;80.0;0.0;0.0
2014-10-15;tarta de manzana;12.0;0.0;0.0
2014-10-15;tarta opera;0.0;0.0;0.0
2014-10-15;tortel;217.0;0.0;0.0
2014-10-16;baguette;120.0;0.0;0.0
2014-10-16;croissant petit;78.0;0.0;0.0
2014-10-16;croissant simple;218.0;0.0;0.0
2014-10-16;milhojas frambuesa;6.0;0.0;0.0
2014-10-16;mousse tres chocolates;0.0;0.0;0.0
2014-10-16;palmera chocolate;53.0;0.0;0.0
2014-10-16;postre de fresas y mascarpone;87.0;0.0;0.0
2014-10-16;tarta de manzana;10.0;0.0;0.0
2014-10-16;tarta opera;0.0;0.0;0.0
2014-10-16;tortel;321.0;0.0;0.0
2014-10-17;baguette;109.0;0.0;1.0
2014-10-17;croissant petit;68.0;0.0;1.0
2014-10-17;croissant simple;191.0;0.0;1.0
2014-10-17;milhojas frambuesa;10.0;0.0;1.0
2014-10-17;mousse tres chocolates;0.0;0.0;1.0
2014-10-17;palmera chocolate;62.0;0.0;1.0
2014-10-17;postre de fresas y mascarpone;105.0;0.0;1.0
2014-10-17;tarta de manzana;14.0;0.0;1.0
2014-10-17;tarta opera;0.0;0.0;1.0
2014-10-17;tortel;319.0;0.0;1.0
2014-10-18;baguette;199.0;0.0;5.0
2014-10-18;croissant petit;61.0;0.0;5.0
2014-10-18;croissant simple;196.0;0.0;5.0
2014-10-18;milhojas frambuesa;30.0;0.0;5.0
2014-10-18;mousse tres chocolates;0.0;0.0;5.0
2014-10-18;palmera chocolate;65.0;0.0;5.0
2014-10-18;postre de fresas y mascarpone;117.0;0.0;5.0
2014-10-18;tarta de manzana;32.0;0.0;5.0
2014-10-18;tarta opera;0.0;0.0;5.0
2014-10-18;tortel;348.0;0.0;5.0
2014-10-19;baguette;226.0;0.0;3.0
2014-10-19;croissant petit;52.0;0.0;3.0
2014-10-19;croissant simple;153.0;0.0;3.0
2014-10-19;milhojas frambuesa;26.0;0.0;3.0
2014-10-19;mousse tres chocolates;2.0;0.0;3.0
2014-10-19;palmera chocolate;55.0;0.0;3.0
2014-10-19;postre de fresas y mascarpone;92.0;0.0;3.0
2014-10-19;tarta de manzana;31.0;0.0;3.0
2014-10-19;tarta opera;0.0;0.0;3.0
2014-10-19;tortel;300.0;0.0;3.0
2014-10-20;baguette;94.0;0.0;1.0
2014-10-20;croissant petit;65.0;0.0;1.0
2014-10-20;croissant simple;173.0;0.0;1.0
2014-10-20;milhojas frambuesa;6.0;0.0;1.0
2014-10-20;mousse tres chocolates;0.0;0.0;1.0
2014-10-20;palmera chocolate;45.0;0.0;1.0
2014-10-20;postre de fresas y mascarpone;82.0;0.0;1.0
2014-10-20;tarta de manzana;12.0;0.0;1.0
2014-10-20;tarta opera;0.0;0.0;1.0
2014-10-20;tortel;222.0;0.0;1.0
2014-10-21;baguette;97.0;0.0;0.0
2014-10-21;croissant petit;61.0;0.0;0.0
2014-10-21;croissant simple;166.0;0.0;0.0
2014-10-21;milhojas frambuesa;8.0;0.0;0.0
2014-10-21;mousse tres chocolates;0.0;0.0;0.0
2014-10-21;palmera chocolate;41.0;0.0;0.0
2014-10-21;postre de fresas y mascarpone;74.0;0.0;0.0
2014-10-21;tarta de manzana;12.0;0.0;0.0
2014-10-21;tarta opera;0.0;0.0;0.0
2014-10-21;tortel;206.0;0.0;0.0
2014-10-22;baguette;96.0;0.0;0.0
2014-10-22;croissant petit;72.0;0.0;0.0
2014-10-22;croissant simple;172.0;0.0;0.0
2014-10-22;milhojas frambuesa;6.0;0.0;0.0
2014-10-22;mousse tres chocolates;0.0;0.0;0.0
2014-10-22;palmera chocolate;37.0;0.0;0.0
2014-10-22;postre de fresas y mascarpone;74.0;0.0;0.0
2014-10-22;tarta de manzana;12.0;0.0;0.0
2014-10-22;tarta opera;0.0;0.0;0.0
2014-10-22;tortel;239.0;0.0;0.0
2014-10-23;baguette;104.0;0.0;0.0
2014-10-23;croissant petit;53.0;0.0;0.0
2014-10-23;croissant simple;187.0;0.0;0.0
2014-10-23;milhojas frambuesa;6.0;0.0;0.0
2014-10-23;mousse tres chocolates;0.0;0.0;0.0
2014-10-23;palmera chocolate;44.0;0.0;0.0
2014-10-23;postre de fresas y mascarpone;80.0;0.0;0.0
2014-10-23;tarta de manzana;12.0;0.0;0.0
2014-10-23;tarta opera;0.0;0.0;0.0
2014-10-23;tortel;255.0;0.0;0.0
2014-10-24;baguette;111.0;0.0;0.0
2014-10-24;croissant petit;69.0;0.0;0.0
2014-10-24;croissant simple;209.0;0.0;0.0
2014-10-24;milhojas frambuesa;11.0;0.0;0.0
2014-10-24;mousse tres chocolates;0.0;0.0;0.0
2014-10-24;palmera chocolate;51.0;0.0;0.0
2014-10-24;postre de fresas y mascarpone;93.0;0.0;0.0
2014-10-24;tarta de manzana;14.0;0.0;0.0
2014-10-24;tarta opera;0.0;0.0;0.0
2014-10-24;tortel;342.0;0.0;0.0
2014-10-25;baguette;202.0;0.0;5.0
2014-10-25;croissant petit;57.0;0.0;5.0
2014-10-25;croissant simple;219.0;0.0;5.0
2014-10-25;milhojas frambuesa;28.0;0.0;5.0
2014-10-25;mousse tres chocolates;3.0;0.0;5.0
2014-10-25;palmera chocolate;66.0;0.0;5.0
2014-10-25;postre de fresas y mascarpone;113.0;0.0;5.0
2014-10-25;tarta de manzana;26.0;0.0;5.0
2014-10-25;tarta opera;0.0;0.0;5.0
2014-10-25;tortel;335.0;0.0;5.0
2014-10-26;baguette;227.0;0.0;5.0
2014-10-26;croissant petit;54.0;0.0;5.0
2014-10-26;croissant simple;207.0;0.0;5.0
2014-10-26;milhojas frambuesa;22.0;0.0;5.0
2014-10-26;mousse tres chocolates;2.0;0.0;5.0
2014-10-26;palmera chocolate;67.0;0.0;5.0
2014-10-26;postre de fresas y mascarpone;91.0;0.0;5.0
2014-10-26;tarta de manzana;24.0;0.0;5.0
2014-10-26;tarta opera;1.0;0.0;5.0
2014-10-26;tortel;264.0;0.0;5.0
2014-10-27;baguette;93.0;0.0;0.0
2014-10-27;croissant petit;54.0;0.0;0.0
2014-10-27;croissant simple;175.0;0.0;0.0
2014-10-27;milhojas frambuesa;8.0;0.0;0.0
2014-10-27;mousse tres chocolates;0.0;0.0;0.0
2014-10-27;palmera chocolate;33.0;0.0;0.0
2014-10-27;postre de fresas y mascarpone;70.0;0.0;0.0
2014-10-27;tarta de manzana;10.0;0.0;0.0
2014-10-27;tarta opera;0.0;0.0;0.0
2014-10-27;tortel;189.0;0.0;0.0
2014-10-28;baguette;100.0;0.0;0.0
2014-10-28;croissant petit;62.0;0.0;0.0
2014-10-28;croissant simple;175.0;0.0;0.0
2014-10-28;milhojas frambuesa;7.0;0.0;0.0
2014-10-28;mousse tres chocolates;0.0;0.0;0.0
2014-10-28;palmera chocolate;28.0;0.0;0.0
2014-10-28;postre de fresas y mascarpone;73.0;0.0;0.0
2014-10-28;tarta de manzana;11.0;0.0;0.0
2014-10-28;tarta opera;0.0;0.0;0.0
2014-10-28;tortel;250.0;0.0;0.0
2014-10-29;baguette;96.0;0.0;0.0
2014-10-29;croissant petit;64.0;0.0;0.0
2014-10-29;croissant simple;177.0;0.0;0.0
2014-10-29;milhojas frambuesa;7.0;0.0;0.0
2014-10-29;mousse tres chocolates;0.0;0.0;0.0
2014-10-29;palmera chocolate;42.0;0.0;0.0
2014-10-29;postre de fresas y mascarpone;86.0;0.0;0.0
2014-10-29;tarta de manzana;10.0;0.0;0.0
2014-10-29;tarta opera;0.0;0.0;0.0
2014-10-29;tortel;226.0;0.0;0.0
2014-10-30;baguette;100.0;0.0;0.0
2014-10-30;croissant petit;73.0;0.0;0.0
2014-10-30;croissant simple;196.0;0.0;0.0
